0.010000	0.010000	0.999950
0.020000	0.019999	0.999800
0.030000	0.029996	0.999550
0.040000	0.039989	0.999200
0.050000	0.049979	0.998750
0.060000	0.059964	0.998201
0.070000	0.069943	0.997551
0.080000	0.079915	0.996802
0.090000	0.089879	0.995953
0.100000	0.099833	0.995004
0.110000	0.109778	0.993956
0.120000	0.119712	0.992809
0.130000	0.129634	0.991562
0.140000	0.139543	0.990216
0.150000	0.149438	0.988771
0.160000	0.159318	0.987227
0.170000	0.169182	0.985585
0.180000	0.179030	0.983844
0.190000	0.188859	0.982004
0.200000	0.198669	0.980067
0.210000	0.208460	0.978031
0.220000	0.218230	0.975897
0.230000	0.227978	0.973666
0.240000	0.237703	0.971338
0.250000	0.247404	0.968912
0.260000	0.257081	0.966390
0.270000	0.266731	0.963771
0.280000	0.276356	0.961055
0.290000	0.285952	0.958244
0.300000	0.295520	0.955336
0.310000	0.305059	0.952334
0.320000	0.314567	0.949235
0.330000	0.324043	0.946042
0.340000	0.333487	0.942755
0.350000	0.342898	0.939373
0.360000	0.352274	0.935897
0.370000	0.361615	0.932327
0.380000	0.370920	0.928665
0.390000	0.380188	0.924909
0.400000	0.389418	0.921061
0.410000	0.398609	0.917121
0.420000	0.407760	0.913089
0.430000	0.416871	0.908966
0.440000	0.425939	0.904752
0.450000	0.434966	0.900447
0.460000	0.443948	0.896052
0.470000	0.452886	0.891568
0.480000	0.461779	0.886995
0.490000	0.470626	0.882333
0.500000	0.479426	0.877583
0.510000	0.488177	0.872745
0.520000	0.496880	0.867819
0.530000	0.505533	0.862807
0.540000	0.514136	0.857709
0.550000	0.522687	0.852525
0.560000	0.531186	0.847255
0.570000	0.539632	0.841901
0.580000	0.548024	0.836463
0.590000	0.556361	0.830941
0.600000	0.564642	0.825336
0.610000	0.572867	0.819648
0.620000	0.581035	0.813878
0.630000	0.589145	0.808028
0.640000	0.597195	0.802096
0.650000	0.605186	0.796084
0.660000	0.613117	0.789992
0.670000	0.620986	0.783822
0.680000	0.628793	0.777573
0.690000	0.636537	0.771246
0.700000	0.644218	0.764842
0.710000	0.651834	0.758362
0.720000	0.659385	0.751806
0.730000	0.666870	0.745174
0.740000	0.674288	0.738469
0.750000	0.681639	0.731689
0.760000	0.688921	0.724836
0.770000	0.696135	0.717911
0.780000	0.703279	0.710914
0.790000	0.710353	0.703845
0.800000	0.717356	0.696707
0.810000	0.724287	0.689498
0.820000	0.731146	0.682221
0.830000	0.737931	0.674876
0.840000	0.744643	0.667463
0.850000	0.751280	0.659983
0.860000	0.757843	0.652437
0.870000	0.764329	0.644827
0.880000	0.770739	0.637151
0.890000	0.777072	0.629412
0.900000	0.783327	0.621610
0.910000	0.789504	0.613746
0.920000	0.795602	0.605820
0.930000	0.801620	0.597834
0.940000	0.807558	0.589788
0.950000	0.813416	0.581683
0.960000	0.819192	0.573520
0.970000	0.824886	0.565300
0.980000	0.830497	0.557023
0.990000	0.836026	0.548690
1.000000	0.841471	0.540302
1.010000	0.846832	0.531861
1.020000	0.852108	0.523366
1.030000	0.857299	0.514819
1.040000	0.862404	0.506220
1.050000	0.867423	0.497571
1.060000	0.872355	0.488872
1.070000	0.877201	0.480124
1.080000	0.881958	0.471328
1.090000	0.886627	0.462485
1.100000	0.891207	0.453596
1.110000	0.895699	0.444662
1.120000	0.900100	0.435682
1.130000	0.904412	0.426660
1.140000	0.908633	0.417595
1.150000	0.912764	0.408487
1.160000	0.916803	0.399340
1.170000	0.920751	0.390152
1.180000	0.924606	0.380925
1.190000	0.928369	0.371660
1.200000	0.932039	0.362358
1.210000	0.935616	0.353019
1.220000	0.939099	0.343646
1.230000	0.942489	0.334238
1.240000	0.945784	0.324796
1.250000	0.948985	0.315322
1.260000	0.952090	0.305817
1.270000	0.955101	0.296281
1.280000	0.958016	0.286715
1.290000	0.960835	0.277121
1.300000	0.963558	0.267499
1.310000	0.966185	0.257850
1.320000	0.968715	0.248175
1.330000	0.971148	0.238476
1.340000	0.973485	0.228753
1.350000	0.975723	0.219007
1.360000	0.977865	0.209239
1.370000	0.979908	0.199450
1.380000	0.981854	0.189641
1.390000	0.983701	0.179813
1.400000	0.985450	0.169967
1.410000	0.987100	0.160104
1.420000	0.988652	0.150225
1.430000	0.990105	0.140332
1.440000	0.991458	0.130424
1.450000	0.992713	0.120503
1.460000	0.993868	0.110570
1.470000	0.994924	0.100626
1.480000	0.995881	0.090672
1.490000	0.996738	0.080708
1.500000	0.997495	0.070737
1.510000	0.998152	0.060759
1.520000	0.998710	0.050774
1.530000	0.999168	0.040785
1.540000	0.999526	0.030791
1.550000	0.999784	0.020795
1.560000	0.999942	0.010796
1.570000	1.000000	0.000796
1.580000	0.999958	-0.009204
1.590000	0.999816	-0.019202
1.600000	0.999574	-0.029200
1.610000	0.999232	-0.039194
1.620000	0.998790	-0.049184
1.630000	0.998248	-0.059169
1.640000	0.997606	-0.069148
1.650000	0.996865	-0.079121
1.660000	0.996024	-0.089085
1.670000	0.995083	-0.099041
1.680000	0.994043	-0.108987
1.690000	0.992904	-0.118922
1.700000	0.991665	-0.128844
1.710000	0.990327	-0.138755
1.720000	0.988890	-0.148651
1.730000	0.987354	-0.158532
1.740000	0.985719	-0.168397
1.750000	0.983986	-0.178246
1.760000	0.982154	-0.188077
1.770000	0.980224	-0.197889
1.780000	0.978197	-0.207681
1.790000	0.976071	-0.217452
1.800000	0.973848	-0.227202
1.810000	0.971527	-0.236929
1.820000	0.969109	-0.246632
1.830000	0.966594	-0.256311
1.840000	0.963983	-0.265964
1.850000	0.961275	-0.275590
1.860000	0.958471	-0.285189
1.870000	0.955572	-0.294759
1.880000	0.952576	-0.304300
1.890000	0.949486	-0.313811
1.900000	0.946300	-0.323290
1.910000	0.943020	-0.332736
1.920000	0.939645	-0.342150
1.930000	0.936177	-0.351529
1.940000	0.932615	-0.360873
1.950000	0.928960	-0.370181
1.960000	0.925212	-0.379452
1.970000	0.921371	-0.388685
1.980000	0.917438	-0.397879
1.990000	0.913413	-0.407033
2.000000	0.909297	-0.416147
2.010000	0.905091	-0.425219
2.020000	0.900793	-0.434248
2.030000	0.896406	-0.443234
2.040000	0.891929	-0.452176
2.050000	0.887362	-0.461073
2.060000	0.882707	-0.469923
2.070000	0.877964	-0.478727
2.080000	0.873133	-0.487482
2.090000	0.868215	-0.496189
2.100000	0.863209	-0.504846
2.110000	0.858118	-0.513453
2.120000	0.852940	-0.522008
2.130000	0.847678	-0.530511
2.140000	0.842330	-0.538961
2.150000	0.836899	-0.547358
2.160000	0.831383	-0.555699
2.170000	0.825785	-0.563985
2.180000	0.820104	-0.572215
2.190000	0.814341	-0.580387
2.200000	0.808496	-0.588501
2.210000	0.802571	-0.596557
2.220000	0.796565	-0.604552
2.230000	0.790480	-0.612488
2.240000	0.784316	-0.620362
2.250000	0.778073	-0.628174
2.260000	0.771753	-0.635923
2.270000	0.765355	-0.643608
2.280000	0.758881	-0.651230
2.290000	0.752331	-0.658786
2.300000	0.745705	-0.666276
2.310000	0.739005	-0.673700
2.320000	0.732231	-0.681056
2.330000	0.725384	-0.688344
2.340000	0.718465	-0.695563
2.350000	0.711473	-0.702713
2.360000	0.704411	-0.709793
2.370000	0.697278	-0.716801
2.380000	0.690075	-0.723738
2.390000	0.682803	-0.730602
2.400000	0.675463	-0.737394
2.410000	0.668056	-0.744111
2.420000	0.660581	-0.750755
2.430000	0.653041	-0.757323
2.440000	0.645435	-0.763815
2.450000	0.637765	-0.770231
2.460000	0.630031	-0.776570
2.470000	0.622234	-0.782832
2.480000	0.614374	-0.789015
2.490000	0.606454	-0.795119
2.500000	0.598472	-0.801144
2.510000	0.590431	-0.807088
2.520000	0.582331	-0.812952
2.530000	0.574172	-0.818735
2.540000	0.565956	-0.824435
2.550000	0.557684	-0.830054
2.560000	0.549355	-0.835589
2.570000	0.540972	-0.841040
